Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,506,506
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),511,511
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,514,585
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),517,517
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,527,641
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,531,613
"Visvesvaraya National Institute of Technology, Nagpur","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),537,555
"Visvesvaraya National Institute of Technology, Nagpur","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,571,715
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,603,1049
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),609,987
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,638,1983
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,643,1621
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),648,772
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,649,967
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,650,725
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),652,704
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,666,1173
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,670,1569
